Category,Review
0,"this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero ."
0,"silly , loud and goofy ."
1,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis ."
0,"why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?"
0,"the french director has turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing ."
1,"there are a few stabs at absurdist comedy . . . but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty ."
1,"a wonderful character-based comedy ."
0,"it's like an all-star salute to disney's cheesy commercialism ."
1,"it would be interesting to hear from the other side , but in talk to her , the women are down for the count ."
0,"it's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one ."
0,"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity ."
1,"the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right ."
0,"there's an excellent 90-minute film here ; unfortunately , it runs for 170 ."
1,"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding ."
0,"as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses ."
1,"it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia ."
1,"who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you ."
0,"as is often the case with ambitious , eager first-time filmmakers , mr . murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold ."
1,"the tone is balanced , reflective and reasonable ."
1,"the principals in this cast are all fine , but bishop and stevenson are standouts ."
0,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , " look at this ! this is an interesting movie ! " but the film itself is ultimately quite unengaging ."
1,"it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment ."
1,"what's most striking about this largely celebratory film . . . is the sense of isolation that permeates these bastions of individuality in an ikea world ."
1,". . . if you're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games ."
0,"it's not only dull because we've seen [eddie] murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed ."
0,"avary's film never quite emerges from the shadow of ellis' book ."
1,"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects ."
0,"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda ."
1,"for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out ."
1,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed ."
0,". . . jones , despite a definitely distinctive screen presence , just isn't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts ."
1,"legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral ."
0,"this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter ."
1,"this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences ."
1,"morton is , as usual , brilliant ."
0,"there's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream ."
0,"this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action ."
1,"i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from enjoying much of it ."
0,"this is amusing for about three minutes ."
0,"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed ."
0,"it's rare to see a movie that takes such a speedy swan dive from " promising " to " interesting " to " familiar " before landing squarely on " stupid " ."
